protein	log2FC	p-val
sp|P0A6M8|EFG_ECOLI	0.429	7.86e-14
sp|P45395|KDSD_ECOLI	0.112	0.023
sp|P0A927|TSX_ECOLI	0.707	0.075
sp|P40710|NLPE_ECOLI	-2.404	2.638e-08
sp|P33940|MQO_ECOLI	-0.039	0.503
sp|P0ABH7|CISY_ECOLI	-0.231	0.771
sp|P0CG19|RNPH_ECOLI	-1.673	1.305e-05
sp|P04949|FLIC_ECOLI	0.135	0.966
sp|P22259|PCKA_ECOLI	-0.006	0.577
sp|P0A9U6|PUUR_ECOLI	-0.659	0.053
sp|P15639|PUR9_ECOLI	0.286	4.593e-08
sp|P23538|PPSA_ECOLI	-0.882	0.0
sp|P27303|EMRA_ECOLI	0.121	0.935
sp|P76536|YFEX_ECOLI	-0.802	1.256e-07
sp|P39298|YJFP_ECOLI	-0.53	0.344
sp|P0ADX9|RSMD_ECOLI	-0.361	0.165
sp|P0A991|ALF1_ECOLI	-0.888	1.012e-12
sp|P0A705|IF2_ECOLI	0.357	2.27e-09
sp|P0A9X4|MREB_ECOLI	0.417	1.128e-05
sp|P61316|LOLA_ECOLI	-0.323	0.211
sp|P0AB77|KBL_ECOLI	-1.45	5.478e-07
sp|P0AFX7|RSEA_ECOLI	-0.185	0.843
sp|P0AC86|PHSG_ECOLI	0.048	0.521
sp|P07604|TYRR_ECOLI	-0.413	0.065
sp|P24215|UXUA_ECOLI	-0.088	0.987
sp|P45799|NUDE_ECOLI	-0.335	0.034
sp|P0AFY8|SEQA_ECOLI	-0.224	0.078
sp|P0AB24|EFEO_ECOLI	-2.724	0.0
sp|P0A9M2|HPRT_ECOLI	-0.881	0.047
sp|P18133|PNCB_ECOLI	0.324	0.002
sp|P52007|YECM_ECOLI	-0.66	9.337e-05
sp|P0AEZ1|METF_ECOLI	0.55	9.578e-06
sp|P0AEC3|ARCB_ECOLI	-0.6	0.001
sp|P0ADT5|YGIC_ECOLI	0.861	0.0003981
sp|P00363|FRDA_ECOLI	-0.517	0.027
sp|P0AG20|RELA_ECOLI	-0.096	0.681
sp|P0AF70|YJEI_ECOLI	-0.766	0.039
sp|P77173|ZIPA_ECOLI	-0.658	0.0001875
sp|P24232|HMP_ECOLI	-3.369	0.0
sp|P76658|HLDE_ECOLI	0.101	0.114
sp|P75876|RLMI_ECOLI	0.52	0.002
sp|P0A962|ASPG1_ECOLI	0.157	0.586
sp|P0AG99|SECG_ECOLI	-0.176	0.278
sp|P76506|MLAA_ECOLI	-0.317	0.077
sp|P0ABS1|DKSA_ECOLI	-0.318	0.261
sp|P0AEL6|FEPB_ECOLI	-2.521	0.0
sp|P39830|YBAL_ECOLI	-0.418	0.033
sp|P46853|YHHX_ECOLI	-0.243	0.31
sp|P0ADP9|YIHD_ECOLI	-0.054	0.599
sp|P77434|ALAC_ECOLI	0.066	0.716
sp|P0AG27|YIBN_ECOLI	0.074	0.2
sp|P00888|AROF_ECOLI	1.548	1.554e-15
sp|P07639|AROB_ECOLI	-0.168	0.419
sp|P77735|YAJO_ECOLI	-0.868	6.365e-12
sp|P0AG16|PUR1_ECOLI	1.102	3.101e-12
