protein	log2FC	p-val
sp|P0AC38|ASPA_ECOLI	4.714	0.0
sp|P23847|DPPA_ECOLI	1.227	0.0
sp|P0ADW3|YHCB_ECOLI	-0.295	0.002
sp|P0A6M4|DTD_ECOLI	-0.037	0.975
sp|P06971|FHUA_ECOLI	0.05	0.424
sp|P76172|YNFD_ECOLI	-0.053	0.807
sp|P0AFL6|PPX_ECOLI	0.955	8.701e-08
sp|P40874|MTOX_ECOLI	-0.74	8.405e-11
sp|P37649|PDEK_ECOLI	0.595	0.047
sp|P00562|AK2H_ECOLI	-0.307	6.1e-05
sp|P77376|YDGJ_ECOLI	0.632	9.016e-05
sp|P61949|FLAV_ECOLI	-0.157	0.296
sp|P05719|T1SK_ECOLI	0.485	0.484
sp|P0A6U3|MNMG_ECOLI	-0.361	0.000123
sp|P0AEG6|DSBC_ECOLI	-0.167	0.159
sp|P62399|RL5_ECOLI	-0.657	4.441e-16
sp|P0AF90|RRAB_ECOLI	0.616	0.002
sp|P0ACM5|YEGW_ECOLI	0.567	0.08
sp|P10121|FTSY_ECOLI	-0.076	0.051
sp|P0AG99|SECG_ECOLI	-0.808	1.565e-06
sp|P0ABQ0|COABC_ECOLI	0.505	8.008e-05
sp|P39408|YJJV_ECOLI	1.209	0.002
sp|P0AEG4|DSBA_ECOLI	-0.253	0.002
sp|P77791|MAA_ECOLI	0.172	0.31
sp|P76116|YNCE_ECOLI	-0.548	5.462e-14
sp|P23893|GSA_ECOLI	-0.312	0.0003401
sp|P76407|YEGS_ECOLI	0.475	0.021
sp|P0AEI1|MIAB_ECOLI	-1.208	0.0
sp|P21645|LPXD_ECOLI	-0.04	0.97
sp|P0ADP0|YIGB_ECOLI	0.133	0.293
sp|P76177|YDGH_ECOLI	-0.064	0.715
sp|P76112|MNAT_ECOLI	0.01	0.978
sp|P0ACY3|YEAG_ECOLI	1.091	0.0
sp|P77214|CUSF_ECOLI	0.42	0.006
sp|P0A9D2|GSTA_ECOLI	1.238	2.17e-11
sp|P55734|YGAP_ECOLI	1.293	2.986e-07
sp|P50457|PUUE_ECOLI	-0.19	0.633
sp|P0ACN4|ALLR_ECOLI	-0.311	0.008
sp|P0ABQ4|DYR_ECOLI	0.263	0.419
sp|P0ABK5|CYSK_ECOLI	0.53	4.441e-16
sp|P63224|GMHA_ECOLI	0.621	1.492e-09
sp|P76121|YDDH_ECOLI	1.974	2.278e-05
sp|P76143|LSRF_ECOLI	2.538	7.911e-11
sp|P37177|PT1P_ECOLI	1.045	9.903e-14
sp|P0ADM4|YIDQ_ECOLI	1.236	6.76e-05
sp|P77522|SUFB_ECOLI	0.099	0.516
sp|P30859|ARTI_ECOLI	0.577	1.76e-06
sp|P76145|TAM_ECOLI	1.347	2.09e-07
sp|P0AGG8|TLDD_ECOLI	0.249	0.043
sp|P77173|ZIPA_ECOLI	-0.044	0.767
sp|P25437|FRMA_ECOLI	0.807	4.177e-12
sp|P0A7L0|RL1_ECOLI	-0.519	1.032e-10
sp|P0A9J8|CMPDT_ECOLI	-0.052	0.375
sp|P0AEU7|SKP_ECOLI	-0.424	0.0001293
sp|P69924|RIR2_ECOLI	0.291	0.033
sp|P0A734|MINE_ECOLI	0.577	0.0001685
sp|P0A7A5|PIMT_ECOLI	0.316	0.108
sp|P0AFP6|GCH1L_ECOLI	0.399	0.0008607
sp|P76535|MURQ_ECOLI	1.629	1.988e-09
sp|P52061|IXTPA_ECOLI	0.232	0.044
sp|P0A9X9|CSPA_ECOLI	-1.441	1.11e-15
sp|P64596|YRAP_ECOLI	0.216	0.206
sp|P75777|YBHG_ECOLI	0.449	0.004
sp|P0A8G6|NQOR_ECOLI	1.447	0.0
sp|P0AB10|PQIC_ECOLI	0.443	0.145
sp|P0AFG8|ODP1_ECOLI	-0.671	0.0
sp|P27249|GLND_ECOLI	0.841	2.729e-08
sp|P11447|ARLY_ECOLI	-0.744	0.0
sp|P0ADB1|OSME_ECOLI	0.667	0.003
sp|P31806|NNR_ECOLI	1.314	1.047e-08
sp|P0AFP4|YBBO_ECOLI	-0.874	0.0004851
sp|P0AEX3|KGTP_ECOLI	0.861	2.338e-05
sp|P0A8Z0|YCIA_ECOLI	-1.076	0.0003835
sp|P03817|MIOC_ECOLI	0.238	0.537
sp|P0ACY1|YDJA_ECOLI	0.353	0.274
sp|P37903|USPF_ECOLI	2.386	1.332e-15
sp|P76055|TTCA_ECOLI	-0.347	0.207
sp|P15005|MCRB_ECOLI	1.286	0.002
sp|P0AF18|NAGA_ECOLI	0.641	1.483e-05
sp|P0AG18|PURE_ECOLI	-0.509	0.01
sp|P12998|BIOF_ECOLI	0.303	0.111
sp|P75989|BLUR_ECOLI	0.638	0.04
sp|P61889|MDH_ECOLI	1.425	0.0
sp|P0AFI7|PDXH_ECOLI	0.655	0.0009788
sp|P0A7U7|RS20_ECOLI	-0.544	0.000167
sp|P77213|GCS2_ECOLI	1.437	3.8e-12
sp|P0ABH0|FTSA_ECOLI	0.438	5.271e-05
sp|P04825|AMPN_ECOLI	0.597	0.0
sp|P0ACE7|HINT_ECOLI	0.623	2.546e-06
sp|P24182|ACCC_ECOLI	-0.095	0.009
sp|P38051|MENF_ECOLI	1.082	5.483e-05
sp|P67087|RSMI_ECOLI	-0.207	0.055
sp|P0AC92|GNSA_ECOLI	-0.902	0.005
sp|P0ACB2|HEM2_ECOLI	0.258	0.117
sp|P04968|ILVA_ECOLI	-0.36	6.073e-05
sp|P31808|YCIK_ECOLI	0.211	0.252
sp|P37749|WBBI_ECOLI	0.358	0.005
sp|P68066|GRCA_ECOLI	1.788	0.0
sp|P17846|CYSI_ECOLI	-0.33	9.374e-10
sp|P0AES0|GSP_ECOLI	-0.79	4.791e-09
sp|P0A796|PFKA_ECOLI	-0.152	0.047
sp|P0AFD4|NUOH_ECOLI	0.781	0.005
sp|P07023|TYRA_ECOLI	-0.009	0.731
sp|P25742|RFAQ_ECOLI	0.481	0.039
sp|P0A7E9|PYRH_ECOLI	0.217	0.363
sp|P0A7M2|RL28_ECOLI	-0.131	0.014
sp|P15640|PUR2_ECOLI	-0.707	7.296e-13
