protein	log2FC	p-val
sp|P0ABF4|EUTM_ECOLI	-0.158	0.428
sp|P08142|ILVB_ECOLI	-0.015	0.589
sp|P07395|SYFB_ECOLI	-0.256	0.0007664
sp|P15640|PUR2_ECOLI	-0.379	0.0007999
sp|P77214|CUSF_ECOLI	-0.203	0.059
sp|P69411|RCSF_ECOLI	-0.41	0.014
sp|P0A7B1|PPK1_ECOLI	0.496	6.066e-07
sp|P0ABP8|DEOD_ECOLI	0.085	0.356
sp|P0AFU8|RISA_ECOLI	0.307	0.02
sp|P0AA39|RLUC_ECOLI	-0.287	0.039
sp|P0AEZ3|MIND_ECOLI	0.078	0.304
sp|P56262|DLHH_ECOLI	0.909	2.817e-08
sp|P21513|RNE_ECOLI	0.161	0.01
sp|P0A8N3|SYK1_ECOLI	0.011	0.481
sp|P32157|YIIM_ECOLI	0.286	0.289
sp|P0A7C2|LEXA_ECOLI	-0.224	0.043
sp|P39831|YDFG_ECOLI	0.197	0.04
